---,Word,Mature
8587,envisions,0
8588,envoy,0
8589,envoys,0
8590,envy,0
8591,enzymatic,0
8592,enzyme,0
8593,enzymes,0
8594,eocene,0
8595,eon,0
8596,eons,0
8597,ephemera,0
8598,ephemeral,0
8599,epic,0
8600,epicenter,0
8601,epics,0
8602,epidemic,0
8603,epidemics,0
8604,epidermal,0
8605,epidermis,0
8606,epidural,0
8607,epilepsy,0
8608,epileptic,0
8609,epilogue,0
8610,epiphany,0
8611,episcopal,0
8612,episode,0
8613,episodes,0
8614,episodic,0
8615,epistemic,0
8616,epistle,0
8617,epistles,0
8618,epitaph,0
8619,epithet,0
8620,epithets,0
8621,epitome,0
8622,epoch,0
8623,eponymous,0
8624,epoxy,0
8625,epsilon,0
8626,equal,0
8627,equaled,0
8628,equalised,0
8629,equaliser,0
8630,equality,0
8631,equalize,0
8632,equalized,0
8633,equalizer,0
8634,equalled,0
8635,equalling,0
8636,equally,0
8637,equals,0
8638,equate,0
8639,equated,0
8640,equates,0
8641,equating,0
8642,equation,0
8643,equations,0
8644,equator,0
8645,equine,0
8646,equinox,0
8647,equip,0
8648,equipment,0
8649,equipped,0
8650,equipping,0
8651,equitable,0
8652,equities,0
8653,equity,0
8654,era,0
8655,eradicate,0
8656,eras,0
8657,erase,0
8658,erased,0
8659,eraser,0
8660,erases,0
8661,erasing,0
8662,erasure,0
8663,ere,0
8664,erect,1
8665,erected,0
8666,erectile,0
8667,erecting,0
8668,erection,1
8669,erections,0
8670,erg,0
8671,ergo,0
8672,ergonomic,0
8673,eric,0
8674,erica,0
8675,erick,0
8676,erm,0
8677,erode,0
8678,eroded,0
8679,eroding,0
8680,eros,0
8681,erosion,0
8682,erotic,1
8683,erotica,0
8684,eroticism,0
8685,err,0
8686,errand,0
8687,errands,0
8688,errant,0
8689,errata,0
8690,erratic,0
8691,erred,0
8692,erroneous,0
8693,error,0
8694,errors,0
8695,ers,0
8696,erstwhile,0
8697,erudite,0
8698,erupt,0
8699,erupted,0
8700,erupting,0
8701,eruption,0
8702,eruptions,0
8703,erupts,0
8704,escalade,0
8705,escalate,0
8706,escalated,0
8707,escalates,0
8708,escalator,0
8709,escapade,0
8710,escapades,0
8711,escape,0
8712,escaped,0
8713,escapees,0
8714,escapes,0
8715,escaping,0
8716,escapism,0
8717,escapist,0
8718,eschew,0
8719,escort,0
8720,escorted,0
8721,escorting,0
8722,escorts,0
8723,escrow,0
8724,esophagus,0
8725,esoteric,0
8726,especial,0
8727,espionage,0
8728,esplanade,0
8729,espouse,0
8730,espoused,0
8731,espousing,0
8732,espresso,0
8733,esprit,0
8734,esquire,0
8735,ess,0
8736,essay,0
8737,essayist,0
8738,essays,0
8739,esse,0
8740,essence,0
8741,essences,0
8742,essential,0
8743,est,0
8744,establish,0
8745,estate,0
8746,estates,0
8747,esteem,0
8748,esteemed,0
8749,ester,0
8750,esters,0
8751,estimate,0
8752,estimated,0
8753,estimates,0
8754,estimator,0
8755,estradiol,0
8756,estranged,0
8757,estrogen,0
8758,estuaries,0
8759,estuary,0
8760,eta,0
8761,etat,0
8762,etcetera,0
8763,etch,0
8764,etched,0
8765,etching,0
8766,etchings,0
8767,eternal,0
8768,eternally,0
8769,eternity,0
8770,eth,0
8771,ethanol,0
8772,ether,0
8773,ethereal,0
8774,ethic,0
8775,ethical,0
8776,ethically,0
8777,ethics,0
8778,ethnic,0
8779,ethnicity,0
8780,ethnology,0
8781,ethos,0
8782,ethyl,0
8783,ethylene,0
8784,etiology,0
8785,etiquette,0
8786,etna,0
8787,etude,0
8788,etudes,0
8789,etymology,0
8790,euclidean,0
8791,eugenia,0
8792,eugenics,0
8793,eulogy,0
8794,eunuch,0
8795,eunuchs,0
8796,euphemism,0
8797,euphoria,0
8798,euphoric,0
8799,eureka,0
8800,euro,0
8801,euros,0
8802,evacuate,0
8803,evacuated,0
8804,evacuees,0
8805,evade,0
8806,evaded,0
8807,evading,0
8808,evaluate,0
8809,evaluated,0
8810,evaluates,0
8811,evaporate,0
8812,evasion,0
8813,evasive,0
8814,eve,0
8815,even,0
8816,evening,0
8817,evenings,0
8818,evenly,0
8819,evens,0
8820,event,0
8821,eventful,0
8822,events,0
8823,eventual,0
8824,ever,0
8825,evergreen,0
8826,evermore,0
8827,evert,0
8828,every,0
8829,everybody,0
8830,everyday,0
8831,everyman,0
8832,everyone,0
8833,evict,0
8834,evicted,0
8835,eviction,0
8836,evictions,0
8837,evidence,0
8838,evidenced,0
8839,evidences,0
8840,evident,0
8841,evidently,0
8842,evil,0
8843,evils,0
8844,evo,0
8845,evocation,0
8846,evocative,0
8847,evoke,0
8848,evoked,0
8849,evokes,0
8850,evoking,0
8851,evolution,0
8852,evolve,0
8853,evolved,0
8854,evolves,0
8855,evolving,0
8856,ewe,0
8857,ewes,0
8858,exact,0
8859,exacting,0
8860,exactly,0
8861,exalt,0
8862,exalted,0
8863,exam,0
8864,examine,0
8865,examined,0
8866,examiner,0
8867,examiners,0
8868,examines,0
8869,examining,0
8870,example,0
8871,examples,0
8872,exams,0
8873,excavate,0
8874,excavated,0
8875,excavator,0
8876,exceed,0
8877,exceeded,0
8878,exceeding,0
8879,exceeds,0
8880,excel,0
8881,excelled,0
8882,excellent,0
8883,excelling,0
8884,excels,0
8885,excelsior,0
8886,except,0
8887,excepted,0
8888,excepting,0
8889,exception,0
8890,excerpt,0
8891,excerpted,0
8892,excerpts,0
8893,excess,0
8894,excesses,0
8895,excessive,0
8896,exchange,0
8897,exchanged,0
8898,exchanger,0
8899,exchanges,0
8900,exchequer,0
8901,excise,0
8902,excised,0
8903,excision,0
8904,excitable,0
8905,excite,0
8906,excited,0
8907,excitedly,0
8908,excites,0
8909,exciting,0
8910,exclaim,0
8911,exclaimed,0
8912,exclaims,0
8913,exclude,0
8914,excluded,0
8915,excludes,0
8916,excluding,0
8917,exclusion,0
8918,exclusive,0
8919,excrement,0
8920,excreted,0
8921,excretion,0
8922,excursion,0
8923,excuse,0
8924,excused,0
8925,excuses,0
8926,excusing,0
8927,exec,0
8928,execs,0
8929,execute,0
8930,executed,0
8931,executes,0
8932,executing,0
8933,execution,0
8934,executive,0
8935,executor,0
8936,executors,0
8937,exegesis,0
8938,exemplar,0
8939,exemplary,0
8940,exemplify,0
8941,exempt,0
8942,exempted,0
8943,exemption,0
8944,exercise,0
8945,exercised,0
8946,exercises,0
8947,exert,0
8948,exerted,0
8949,exerting,0
8950,exertion,0
8951,exerts,0
8952,exes,0
8953,exhale,0
8954,exhaled,0
8955,exhaust,0
8956,exhausted,0
8957,exhausts,0
8958,exhibit,0
8959,exhibited,0
8960,exhibitor,0
8961,exhibits,0
8962,exhumed,0
8963,exile,0
8964,exiled,0
8965,exiles,0
8966,exist,0
8967,existed,0
8968,existence,0
8969,existent,0
8970,existing,0
8971,exists,0
8972,exit,0
8973,exited,0
8974,exiting,0
8975,exits,0
8976,exo,0
8977,exodus,0
8978,exogenous,0
8979,exon,0
8980,exonerate,0
8981,exoplanet,0
8982,exorcism,0
8983,exorcist,0
8984,exotic,0
8985,exotics,0
8986,expand,0
8987,expanded,0
8988,expanding,0
8989,expands,0
8990,expanse,0
8991,expanses,0
8992,expansion,0
8993,expansive,0
8994,expat,0
8995,expats,0
8996,expect,0
8997,expectant,0
8998,expected,0
8999,expecting,0
9000,expects,0
9001,expedient,0
9002,expedite,0
9003,expedited,0
9004,expel,0
9005,expelled,0
9006,expelling,0
9007,expend,0
9008,expended,0
9009,expending,0
9010,expense,0
9011,expenses,0
9012,expensive,0
9013,expert,0
9014,expertise,0
9015,expertly,0
9016,experts,0
9017,expire,0
9018,expired,0
9019,expires,0
9020,expiring,0
9021,expiry,0
9022,explain,0
9023,explained,0
9024,explainer,0
9025,explains,0
9026,expletive,0
9027,explicit,0
9028,explode,0
9029,exploded,0
9030,explodes,0
9031,exploding,0
9032,exploit,0
9033,exploited,0
9034,exploits,0
9035,explore,0
9036,explored,0
9037,explorer,0
9038,explorers,0
9039,explores,0
9040,exploring,0
9041,explosion,0
9042,explosive,0
9043,expo,0
9044,exponent,0
9045,exponents,0
9046,export,0
9047,exported,0
9048,exporter,0
9049,exporters,0
9050,exporting,0
9051,exports,0
9052,expos,0
9053,expose,0
9054,exposed,0
9055,exposes,0
9056,exposing,0
9057,exposure,0
9058,exposures,0
9059,expounded,0
9060,express,0
9061,expressed,0
9062,expresses,0
9063,expressly,0
9064,expulsion,0
9065,expunged,0
9066,exquisite,0
9067,extant,0
9068,extend,0
9069,extended,0
9070,extender,0
9071,extending,0
9072,extends,0
9073,extension,0
9074,extensive,0
9075,extent,0
9076,exterior,0
9077,exteriors,0
9078,external,0
9079,extinct,0
9080,extort,0
9081,extortion,0
9082,extra,0
9083,extract,0
9084,extracted,0
9085,extractor,0
9086,extracts,0
9087,extradite,0
9088,extras,0
9089,extreme,0
9090,extremely,0
9091,extremes,0
9092,extremism,0
9093,extremist,0
9094,extremity,0
9095,extricate,0
9096,extrinsic,0
9097,extrovert,0
9098,extruded,0
9099,extrusion,0
9100,exuberant,0
9101,exude,0
9102,exudes,0
9103,eye,0
9104,eyeball,0
9105,eyeballs,0
9106,eyebrow,0
9107,eyebrows,0
9108,eyed,0
9109,eyeing,0
9110,eyelash,0
9111,eyelashes,0
9112,eyelid,0
9113,eyelids,0
9114,eyeliner,0
9115,eyes,0
9116,eyeshadow,0
9117,eyesight,0
9118,eyesore,0
9119,eyewear,0
9120,eyre,0
9121,faa,0
9122,fab,0
9123,fable,0
9124,fabled,0
9125,fables,0
9126,fabric,0
9127,fabricate,0
9128,fabrics,0
9129,fabulous,0
9130,facade,0
9131,facades,0
9132,face,0
9133,facebook,0
9134,faced,0
9135,faceless,0
9136,facelift,0
9137,faces,0
9138,facet,0
9139,faceted,0
9140,facetious,0
9141,facets,0
9142,facial,1
9143,facials,0
9144,facile,0
9145,facility,0
9146,facing,0
9147,facsimile,0
9148,fact,0
9149,faction,0
9150,factional,0
9151,factions,0
9152,factor,0
9153,factored,0
9154,factorial,0
9155,factories,0
9156,factoring,0
9157,factors,0
9158,factory,0
9159,facts,0
9160,factual,0
9161,factually,0
9162,faculties,0
9163,faculty,0
9164,fad,0
9165,fade,0
9166,faded,0
9167,fader,0
9168,fades,0
9169,fading,0
9170,fads,0
9171,fae,0
9172,faeces,0
9173,faerie,0
9174,fag,1
9175,faggot,1
9176,faggots,0
9177,fags,1
9178,fail,0
9179,failed,0
9180,failing,0
9181,failings,0
9182,fails,0
9183,failure,0
9184,failures,0
9185,fain,0
9186,faint,0
9187,fainted,0
9188,faintest,0
9189,fainting,0
9190,faintly,0
9191,faints,0
9192,fair,0
9193,fairer,0
9194,fairest,0
9195,fairies,0
9196,fairing,0
9197,fairly,0
9198,fairness,0
9199,fairs,0
9200,fairway,0
9201,fairways,0
9202,fairy,0
9203,fairytale,0
9204,faith,0
9205,faithful,0
9206,faithless,0
9207,faiths,0
9208,fake,0
9209,faked,0
9210,faker,0
9211,fakes,0
9212,faking,0
9213,falafel,0
9214,falcon,0
9215,falconer,0
9216,falcons,0
9217,fall,0
9218,fallacies,0
9219,fallacy,0
9220,fallback,0
9221,fallen,0
9222,fallible,0
9223,falling,0
9224,fallout,0
9225,fallow,0
9226,falls,0
9227,false,0
9228,falsehood,0
9229,falsely,0
9230,falsetto,0
9231,falsified,0
9232,falsify,0
9233,falter,0
9234,faltered,0
9235,faltering,0
9236,fame,0
9237,famed,0
9238,familial,0
9239,familiar,0
9240,families,0
9241,family,0
9242,famine,0
9243,famines,0
9244,famous,0
9245,famously,0
9246,fan,0
9247,fanatic,0
9248,fanatical,0
9249,fanatics,0
9250,fanbase,0
9251,fanboy,0
9252,fanboys,0
9253,fancied,0
9254,fancier,0
9255,fancies,0
9256,fanciful,0
9257,fancy,0
9258,fandango,0
9259,fandom,0
9260,fandoms,0
9261,fanfare,0
9262,fanfic,0
9263,fang,0
9264,fangs,0
9265,fanned,0
9266,fanning,0
9267,fanny,1
9268,fans,0
9269,fantasia,0
9270,fantasies,0
9271,fantasize,0
9272,fantastic,0
9273,fantasy,0
9274,fap,0
9275,far,0
9276,faraday,0
9277,faraway,0
9278,farce,0
9279,farcical,0
9280,fare,0
9281,fared,0
9282,fares,0
9283,farewell,0
9284,farina,0
9285,faring,0
9286,farm,0
9287,farmed,0
9288,farmer,0
9289,farmers,0
9290,farmhouse,0
9291,farming,0
9292,farmland,0
9293,farms,0
9294,faro,0
9295,farrow,0
9296,fars,0
9297,fart,1
9298,farted,0
9299,farther,0
9300,farthest,0
9301,farthing,0
9302,farting,0
9303,farts,0
9304,fas,0
9305,fascia,0
9306,fascinate,0
9307,fascism,0
9308,fascist,0
9309,fascists,0
9310,fashion,0
9311,fashioned,0
9312,fashions,0
9313,fast,0
9314,fastball,0
9315,fasted,0
9316,fasten,0
9317,fastened,0
9318,fastener,0
9319,fasteners,0
9320,fastening,0
9321,faster,0
9322,fastest,0
9323,fasting,0
9324,fasts,0
9325,fat,1
9326,fatal,0
9327,fatality,0
9328,fatally,0
9329,fate,0
9330,fated,0
9331,fateful,0
9332,fates,0
9333,father,0
9334,fathered,0
9335,fatherly,0
9336,fathers,0
9337,fathom,0
9338,fatigue,0
9339,fatigued,0
9340,fatigues,0
9341,fats,0
9342,fatten,0
9343,fattening,0
9344,fatter,0
9345,fattest,0
9346,fatty,0
9347,fatwa,0
9348,faucet,0
9349,faucets,0
9350,fault,0
9351,faulted,0
9352,faulting,0
9353,faultless,0
9354,faults,0
9355,faulty,0
9356,fauna,0
9357,faux,0
9358,fave,0
9359,favela,0
9360,faves,0
9361,favor,0
9362,favorable,0
9363,favorably,0
9364,favored,0
9365,favoring,0
9366,favorite,0
9367,favorites,0
9368,favors,0
9369,favour,0
9370,favoured,0
9371,favouring,0
9372,favourite,0
9373,favours,0
9374,fawn,0
9375,fawning,0
9376,fax,0
9377,fay,0
9378,faze,0
9379,fealty,0
9380,fear,0
9381,feared,0
9382,fearful,0
9383,fearing,0
9384,fearless,0
9385,fears,0
9386,fearsome,0
9387,feasible,0
9388,feast,0
9389,feasting,0
9390,feasts,0
9391,feat,0
9392,feather,0
9393,feathered,0
9394,feathers,0
9395,feats,0
9396,feature,0
9397,featured,0
9398,features,0
9399,featuring,0
9400,febrile,0
9401,fecal,0
9402,feces,0
9403,fed,0
9404,federal,0
9405,federally,0
9406,federated,0
9407,fedex,0
9408,fedora,0
9409,feds,0
9410,fee,0
9411,feeble,0
9412,feed,0
9413,feedback,0
9414,feeder,0
9415,feeders,0
9416,feeding,0
9417,feeds,0
9418,feedstock,0
9419,feel,0
9420,feeling,0
9421,feelings,0
9422,feels,0
9423,fees,0
9424,feet,0
9425,feign,0
9426,feigned,0
9427,feigning,0
9428,feint,0
9429,feisty,0
9430,felicia,0
9431,felicity,0
9432,feline,0
9433,fell,0
9434,fella,0
9435,fellas,0
9436,felled,0
9437,feller,0
9438,felling,0
9439,fellow,0
9440,fellows,0
9441,fells,0
9442,felon,0
9443,felonies,0
9444,felons,0
9445,felony,0
9446,felt,0
9447,fem,0
9448,female,0
9449,females,0
9450,feminine,0
9451,feminism,0
9452,feminist,0
9453,feminists,0
9454,femme,0
9455,femmes,0
9456,femoral,0
9457,femur,0
9458,fen,0
9459,fence,0
9460,fenced,0
9461,fences,0
9462,fencing,0
9463,fend,0
9464,fender,0
9465,fenders,0
9466,fending,0
9467,fennel,0
9468,fentanyl,0
9469,fer,0
9470,feral,0
9471,ferment,0
9472,fermented,0
9473,fermi,0
9474,fern,0
9475,ferns,0
9476,ferocious,0
9477,ferocity,0
9478,ferret,0
9479,ferrets,0
9480,ferried,0
9481,ferries,0
9482,ferrous,0
9483,ferry,0
9484,ferrying,0
9485,fertile,0
9486,fertility,0
9487,fertilize,0
9488,fervent,0
9489,fervently,0
9490,fervor,0
9491,fervour,0
9492,fes,0
9493,fess,0
9494,fest,0
9495,fester,0
9496,festering,0
9497,festival,0
9498,festivals,0
9499,festive,0
9500,festivity,0
9501,fet,0
9502,feta,0
9503,fetal,0
9504,fetch,0
9505,fetched,0
9506,fetching,0
9507,fete,0
9508,fetish,0
9509,fetishes,0
9510,fett,0
9511,fetus,0
9512,fetuses,0
9513,feu,0
9514,feud,0
9515,feudal,0
9516,feudalism,0
9517,feuding,0
9518,feuds,0
9519,fever,0
9520,feverish,0
9521,fevers,0
9522,few,0
9523,fewer,0
9524,fewest,0
9525,fey,0
9526,fez,0
9527,fiance,0
9528,fiancee,0
9529,fiasco,0
9530,fiat,0
9531,fib,0
9532,fiber,0
9533,fibers,0
9534,fibre,0
9535,fibres,0
9536,fibrosis,0
9537,fibrous,0
9538,fibula,0
9539,fickle,0
9540,fico,0
9541,fiction,0
9542,fictional,0
9543,fictions,0
9544,fiddle,0
9545,fiddler,0
9546,fiddling,0
9547,fidelity,0
9548,fides,0
9549,fidget,0
9550,fido,0
9551,fiduciary,0
9552,fie,0
9553,field,0
9554,fielded,0
9555,fielder,0
9556,fielders,0
9557,fielding,0
9558,fields,0
9559,fieldwork,0
9560,fiend,0
9561,fiends,0
9562,fierce,0
9563,fiercely,0
9564,fiercest,0
9565,fiery,0
9566,fiesta,0
9567,fife,0
9568,fifteen,0
9569,fifteenth,0
9570,fifth,0
9571,fifths,0
9572,fifties,0
9573,fiftieth,0
9574,fifty,0
9575,fig,0
9576,fight,0
9577,fighter,0
9578,fighters,0
9579,fighting,0
9580,fights,0
9581,figment,0
9582,figs,0
9583,figure,0
9584,figured,0
9585,figures,0
9586,figurine,0
9587,figurines,0
9588,figuring,0
9589,fil,0
9590,filament,0
9591,filaments,0
9592,file,0
9593,filed,0
9594,filename,0
9595,files,0
9596,filet,0
9597,filial,0
9598,filigree,0
9599,filing,0
9600,filings,0
9601,fill,0
9602,filled,0
9603,filler,0
9604,fillers,0
9605,fillet,0
9606,fillets,0
9607,fillies,0
9608,filling,0
9609,fillings,0
9610,fills,0
9611,filly,0
9612,film,0
9613,filmed,0
9614,filming,0
9615,filmmaker,0
9616,films,0
9617,filter,0
9618,filtered,0
9619,filtering,0
9620,filters,0
9621,filth,0
9622,filthy,0
9623,fin,0
9624,final,0
9625,finale,0
9626,finalised,0
9627,finalist,0
9628,finalists,0
9629,finality,0
9630,finalize,0
9631,finalized,0
9632,finally,0
9633,finals,0
9634,finance,0
9635,financed,0
9636,finances,0
9637,financial,0
9638,financier,0
9639,financing,0
9640,finch,0
9641,finches,0
9642,find,0
9643,finder,0
9644,finders,0
9645,finding,0
9646,findings,0
9647,finds,0
9648,fine,0
9649,fined,0
9650,finely,0
9651,finer,0
9652,fines,0
9653,finesse,0
9654,finest,0
9655,finger,0
9656,fingered,0
9657,fingering,1
9658,fingers,0
9659,fingertip,0
9660,fining,0
9661,finish,0
9662,finished,0
9663,finisher,0
9664,finishers,0
9665,finishes,0
9666,finishing,0
9667,finite,0
9668,fink,0
9669,fins,0
9670,fir,0
9671,fire,0
9672,firearm,0
9673,firearms,0
9674,fireball,0
9675,fireballs,0
9676,firebird,0
9677,firebrand,0
9678,fired,0
9679,firefight,0
9680,fireflies,0
9681,firefly,0
9682,firehouse,0
9683,fireman,0
9684,firemen,0
9685,fireplace,0
9686,firepower,0
9687,fireproof,0
9688,fires,0
9689,fireside,0
9690,firestone,0
9691,firestorm,0
9692,firewall,0
9693,firewalls,0
9694,firewood,0
9695,firework,0
9696,fireworks,0
9697,firing,0
9698,firings,0
9699,firm,0
9700,firmament,0
9701,firmer,0
9702,firmly,0
9703,firmness,0
9704,firms,0
9705,firmware,0
9706,firs,0
9707,first,0
9708,firstborn,0
9709,firsthand,0
9710,firstly,0
9711,firsts,0
9712,firth,0
9713,fiscal,0
9714,fiscally,0
9715,fish,0
9716,fished,0
9717,fisher,0
9718,fisheries,0
9719,fisherman,0
9720,fishermen,0
9721,fishers,0
9722,fishery,0
9723,fishes,0
9724,fishing,0
9725,fishy,0
9726,fisk,0
9727,fissile,0
9728,fission,0
9729,fissure,0
9730,fissures,0
9731,fist,0
9732,fisted,1
9733,fistful,0
9734,fisting,1
9735,fists,0
9736,fistula,0
9737,fit,0
9738,fitch,0
9739,fitness,0
9740,fits,0
9741,fitted,0
9742,fitter,0
9743,fittest,0
9744,fitting,0
9745,fittingly,0
9746,fittings,0
9747,five,0
9748,fiver,0
9749,fives,0
9750,fix,0
9751,fixated,0
9752,fixation,0
9753,fixed,0
9754,fixer,0
9755,fixes,0
9756,fixing,0
9757,fixture,0
9758,fixtures,0
9759,fizz,0
9760,fizzle,0
9761,fizzy,0
9762,fjord,0
9763,fjords,0
9764,flabby,0
9765,flaccid,0
9766,flack,0
9767,flag,0
9768,flagged,0
9769,flagging,0
9770,flagpole,0
9771,flagrant,0
9772,flags,0
9773,flagship,0
9774,flagstaff,0
9775,flail,0
9776,flailing,0
9777,flair,0
9778,flak,0
9779,flake,0
9780,flaked,0
9781,flakes,0
9782,flaking,0
9783,flaky,0
9784,flame,0
9785,flamed,0
9786,flamenco,0
9787,flames,0
9788,flaming,0
9789,flamingo,0
9790,flamingos,0
9791,flammable,0
9792,flange,1
9793,flanges,0
9794,flank,0
9795,flanked,0
9796,flanker,0
9797,flanking,0
9798,flanks,0
9799,flannel,0
9800,flap,0
9801,flapping,0
9802,flappy,0
9803,flaps,0
9804,flare,0
9805,flared,0
9806,flares,0
9807,flaring,0
9808,flash,0
9809,flashback,0
9810,flashed,0
9811,flashes,0
9812,flashing,0
9813,flashy,0
9814,flask,0
9815,flasks,0
9816,flat,0
9817,flatbed,0
9818,flathead,0
9819,flatly,0
9820,flatmate,0
9821,flats,0
9822,flatten,0
9823,flattened,0
9824,flatter,0
9825,flattered,0
9826,flattery,0
9827,flaunt,0
9828,flaunting,0
9829,flaunts,0
9830,flavor,0
9831,flavored,0
9832,flavorful,0
9833,flavoring,0
9834,flavors,0
9835,flavour,0
9836,flavoured,0
9837,flavours,0
9838,flaw,0
9839,flawed,0
9840,flawless,0
9841,flaws,0
9842,flax,0
9843,flea,0
9844,fleas,0
9845,fleck,0
9846,flecks,0
9847,fled,0
9848,fledged,0
9849,fledgling,0
9850,flee,0
9851,fleece,0
9852,fleeing,0
9853,flees,0
9854,fleet,0
9855,fleeting,0
9856,fleets,0
9857,fleming,0
9858,flemish,0
9859,flesh,0
9860,fleshed,0
9861,fleshy,0
9862,fletcher,0
9863,fleury,0
9864,flew,0
9865,flex,0
9866,flexed,0
9867,flexible,0
9868,flexing,0
9869,flexion,0
9870,flexor,0
9871,flick,0
9872,flicked,0
9873,flicker,0
9874,flicking,0
9875,flicks,0
9876,flier,0
9877,fliers,0
9878,flies,0
9879,flight,0
9880,flights,0
9881,flimsy,0
9882,flinch,0
9883,flinched,0
9884,flinders,0
9885,fling,0
9886,flinging,0
9887,flings,0
9888,flint,0
9889,flip,0
9890,flippant,0
9891,flipped,0
9892,flipper,0
9893,flippers,0
9894,flipping,0
9895,flips,0
9896,flipside,0
9897,flirt,0
9898,flirted,0
9899,flirting,0
9900,flirts,0
9901,flirty,0
9902,float,0
9903,floated,0
9904,floater,0
9905,floating,0
9906,floats,0
9907,flock,0
9908,flocked,0
9909,flocking,0
9910,flocks,0
9911,flog,0
9912,flogged,0
9913,flogging,0
9914,flood,0
9915,flooded,0
9916,flooding,0
9917,floods,0
9918,floor,0
9919,floored,0
9920,flooring,0
9921,floors,0
9922,flop,0
9923,flopped,0
9924,flopping,0
9925,floppy,0
9926,flops,0
9927,flor,0
9928,flora,0
9929,floral,0
9930,florence,0
9931,florist,0
9932,florists,0
9933,floss,0
9934,flossing,0
9935,flotation,0
9936,flotilla,0
9937,flounder,0
9938,flour,0
9939,flourish,0
9940,flow,0
9941,flowchart,0
9942,flowed,0
9943,flower,0
9944,flowered,0
9945,flowering,0
9946,flowers,0
9947,flowery,0
9948,flowing,0
9949,flown,0
9950,flows,0
9951,flu,0
9952,fluctuate,0
9953,flue,0
9954,fluency,0
9955,fluent,0
9956,fluently,0
9957,fluff,0
9958,fluffy,0
9959,fluid,0
9960,fluidity,0
9961,fluids,0
9962,fluke,0
9963,flume,0
9964,flung,0
9965,fluoride,0
9966,fluorine,0
9967,flurry,0
9968,flush,0
9969,flushed,0
9970,flushes,0
9971,flushing,0
9972,flustered,0
9973,flute,0
9974,fluted,0
9975,flutes,0
9976,flutter,0
9977,flux,0
9978,fluxes,0
9979,fly,0
9980,flyer,0
9981,flyers,0
9982,flying,0
9983,flyover,0
9984,flywheel,0
9985,foal,0
9986,foals,0
9987,foam,0
9988,foaming,0
9989,foams,0
9990,fob,0
9991,focal,0
9992,focus,0
9993,focused,0
9994,focuses,0
9995,focusing,0
9996,focussed,0
9997,focussing,0
9998,fodder,0
9999,foe,0
10000,foes,0
10001,foetal,0
10002,foetus,0
10003,fog,0
10004,foggy,0
10005,foh,0
10006,foil,0
10007,foiled,0
10008,foils,0
10009,folate,0
10010,fold,0
10011,foldable,0
10012,folded,0
10013,folder,0
10014,folders,0
10015,folding,0
10016,folds,0
10017,foley,0
10018,foliage,0
10019,folic,0
10020,folio,0
10021,folk,0
10022,folklore,0
10023,folks,0
10024,follicle,0
10025,follicles,0
10026,follies,0
10027,follow,0
10028,followed,0
10029,follower,0
10030,followers,0
10031,following,0
10032,follows,0
10033,followup,0
10034,folly,0
10035,fon,0
10036,fond,0
10037,fonda,0
10038,fondant,0
10039,fondest,0
10040,fondle,1
10041,fondling,0
10042,fondly,0
10043,fondness,0
10044,fondue,0
10045,font,0
10046,fonts,0
10047,food,0
10048,foodie,0
10049,foodies,0
10050,foods,0
10051,fool,0
10052,fooled,0
10053,foolhardy,0
10054,fooling,0
10055,foolish,0
10056,foolishly,0
10057,foolproof,0
10058,fools,0
10059,foot,0
10060,footage,0
10061,football,0
10062,footballs,0
10063,footed,0
10064,footer,0
10065,foothill,0
10066,foothills,0
10067,foothold,0
10068,footing,0
10069,footloose,0
10070,footman,0
10071,footnote,0
10072,footnotes,0
10073,footpath,0
10074,footpaths,0
10075,footprint,0
10076,footsteps,0
10077,footwear,0
10078,footwork,0
10079,footy,0
10080,for,0
10081,fora,0
10082,forage,0
10083,foraging,0
10084,foray,0
10085,forays,0
10086,forbade,0
10087,forbid,0
10088,forbidden,0
10089,forbids,0
10090,force,0
10091,forced,0
10092,forceful,0
10093,forceps,0
10094,forces,0
10095,forcible,0
10096,forcibly,0
10097,forcing,0
10098,ford,0
10099,fords,0
10100,fore,0
10101,forearm,0
10102,forearms,0
10103,forebears,0
10104,forecast,0
10105,forecasts,0
10106,foreclose,0
10107,forecourt,0
10108,forefront,0
10109,forego,0
10110,foregoing,0
10111,foregone,0
10112,forehand,0
10113,forehead,0
10114,foreheads,0
10115,foreign,0
10116,foreigner,0
10117,foreman,0
10118,foremost,0
10119,forensic,0
10120,forensics,0
10121,foreplay,0
10122,foresaw,0
10123,foresee,0
10124,foreseen,0
10125,foreshore,0
10126,foresight,0
10127,foreskin,1
10128,forest,0
10129,forestall,0
10130,forested,0
10131,forester,0
10132,foresters,0
10133,forestry,0
10134,forests,0
10135,foretold,0
10136,forever,0
10137,foreword,0
10138,forex,0
10139,forfeit,0
10140,forfeited,0
10141,forgave,0
10142,forge,0
10143,forged,0
10144,forger,0
10145,forgeries,0
10146,forgery,0
10147,forges,0
10148,forget,0
10149,forgetful,0
10150,forgets,0
10151,forging,0
10152,forgive,0
10153,forgiven,0
10154,forgives,0
10155,forgiving,0
10156,forgo,0
10157,forgot,0
10158,forgotten,0
10159,fork,0
10160,forked,0
10161,forking,0
10162,forklift,0
10163,forks,0
10164,forlorn,0
10165,form,0
10166,formal,0
10167,formalism,0
10168,formality,0
10169,formally,0
10170,format,0
10171,formation,0
10172,formative,0
10173,formats,0
10174,formatted,0
10175,formed,0
10176,former,0
10177,formerly,0
10178,forming,0
10179,forms,0
10180,formula,0
10181,formulae,0
